route_id,bus_id,capacity,passengers,time_slot,trip_number,date
RTO - Maninagar,GZ01B2427,80,108,19:00,AMTS12634,2026-04-10
Zundal - Visat,GZ01B6848,50,41,9:00,AMTS12635,2026-04-10
Bopal - Shivranjani,GZ01B8718,50,66,10:00,AMTS12636,2026-04-10
Zundal - Visat,GZ01B8137,50,34,12:00,AMTS12637,2026-04-10
Narol - Naroda,GZ01B3873,50,33,17:00,AMTS12638,2026-04-10
RTO - Maninagar,GZ01B9952,80,109,19:00,AMTS12639,2026-04-10
Iskcon - Naroda,GZ01B4495,80,105,17:00,AMTS12640,2026-04-10
Zundal - Visat,GZ01B2063,50,30,14:00,AMTS12641,2026-04-10
Iskcon - Naroda,GZ01B8966,80,105,10:00,AMTS12642,2026-04-10
Bopal - Shivranjani,GZ01B3410,50,66,10:00,AMTS12643,2026-04-10
Zundal - Visat,GZ01B2654,50,51,10:00,AMTS12644,2026-04-10
Narol - Naroda,GZ01B9685,50,15,6:00,AMTS12645,2026-04-10
RTO - Maninagar,GZ01B7622,80,100,17:00,AMTS12646,2026-04-10
Bopal - Shivranjani,GZ01B9426,50,38,7:00,AMTS12647,2026-04-10
Bopal - Shivranjani,GZ01B1139,50,42,10:00,AMTS12648,2026-04-10
Narol - Naroda,GZ01B4407,50,15,14:00,AMTS12649,2026-04-10
RTO - Maninagar,GZ01B8062,80,53,15:00,AMTS12650,2026-04-10
Iskcon - Naroda,GZ01B6627,80,55,21:00,AMTS12651,2026-04-10
Zundal - Visat,GZ01B4024,50,15,21:00,AMTS12652,2026-04-10
Narol - Naroda,GZ01B1553,50,13,13:00,AMTS12653,2026-04-10
RTO - Maninagar,GZ01B5966,80,30,11:00,AMTS12654,2026-04-10
Zundal - Visat,GZ01B1602,50,18,15:00,AMTS12655,2026-04-10
Narol - Naroda,GZ01B1704,50,15,7:00,AMTS12656,2026-04-10
Bopal - Shivranjani,GZ01B4699,50,42,15:00,AMTS12657,2026-04-10
Iskcon - Naroda,GZ01B5545,80,69,16:00,AMTS12658,2026-04-10
Zundal - Visat,GZ01B5967,50,40,8:00,AMTS12659,2026-04-10
Narol - Naroda,GZ01B9782,50,5,21:00,AMTS12660,2026-04-10
Bopal - Shivranjani,GZ01B7248,50,17,6:00,AMTS12661,2026-04-10
Narol - Naroda,GZ01B6780,50,16,7:00,AMTS12662,2026-04-10
Iskcon - Naroda,GZ01B9587,80,101,17:00,AMTS12663,2026-04-10
RTO - Maninagar,GZ01B9741,80,104,17:00,AMTS12664,2026-04-10
Narol - Naroda,GZ01B2816,50,15,21:00,AMTS12665,2026-04-10
Narol - Naroda,GZ01B5876,50,33,10:00,AMTS12666,2026-04-10
Narol - Naroda,GZ01B1337,50,24,19:00,AMTS12667,2026-04-10
Iskcon - Naroda,GZ01B9422,80,96,19:00,AMTS12668,2026-04-10
Iskcon - Naroda,GZ01B8988,80,54,13:00,AMTS12669,2026-04-10
Iskcon - Naroda,GZ01B9575,80,104,17:00,AMTS12670,2026-04-10
Zundal - Visat,GZ01B3890,50,33,21:00,AMTS12671,2026-04-10
Iskcon - Naroda,GZ01B7718,80,39,20:00,AMTS12672,2026-04-10
Zundal - Visat,GZ01B3323,50,27,21:00,AMTS12673,2026-04-10
Iskcon - Naroda,GZ01B8274,80,57,20:00,AMTS12674,2026-04-10
RTO - Maninagar,GZ01B1053,80,44,6:00,AMTS12675,2026-04-10
Zundal - Visat,GZ01B5990,50,43,15:00,AMTS12676,2026-04-10
Iskcon - Naroda,GZ01B3905,80,109,9:00,AMTS12677,2026-04-10
Narol - Naroda,GZ01B3219,50,20,10:00,AMTS12678,2026-04-10
Iskcon - Naroda,GZ01B2870,80,43,16:00,AMTS12679,2026-04-10
Zundal - Visat,GZ01B4000,50,19,21:00,AMTS12680,2026-04-10
RTO - Maninagar,GZ01B8395,80,31,7:00,AMTS12681,2026-04-10
Zundal - Visat,GZ01B9041,50,30,20:00,AMTS12682,2026-04-10
Bopal - Shivranjani,GZ01B4674,50,38,14:00,AMTS12683,2026-04-10
Bopal - Shivranjani,GZ01B9647,50,74,8:00,AMTS12684,2026-04-10
Bopal - Shivranjani,GZ01B3849,50,18,7:00,AMTS12685,2026-04-10
Narol - Naroda,GZ01B1843,50,9,13:00,AMTS12686,2026-04-10
Iskcon - Naroda,GZ01B2332,80,38,14:00,AMTS12687,2026-04-10
Narol - Naroda,GZ01B1839,50,35,10:00,AMTS12688,2026-04-10
Bopal - Shivranjani,GZ01B6511,50,15,16:00,AMTS12689,2026-04-10
Iskcon - Naroda,GZ01B4508,80,49,14:00,AMTS12690,2026-04-10
Iskcon - Naroda,GZ01B1711,80,51,12:00,AMTS12691,2026-04-10
Iskcon - Naroda,GZ01B4292,80,35,12:00,AMTS12692,2026-04-10
Narol - Naroda,GZ01B3383,50,24,17:00,AMTS12693,2026-04-10
Zundal - Visat,GZ01B6148,50,19,13:00,AMTS12694,2026-04-10
RTO - Maninagar,GZ01B5021,80,31,13:00,AMTS12695,2026-04-10
Zundal - Visat,GZ01B5128,50,67,9:00,AMTS12696,2026-04-10
RTO - Maninagar,GZ01B7761,80,55,15:00,AMTS12697,2026-04-10
Bopal - Shivranjani,GZ01B2343,50,29,20:00,AMTS12698,2026-04-10
RTO - Maninagar,GZ01B8082,80,33,21:00,AMTS12699,2026-04-10
Iskcon - Naroda,GZ01B9444,80,50,16:00,AMTS12700,2026-04-10
RTO - Maninagar,GZ01B6302,80,41,15:00,AMTS12701,2026-04-10
Iskcon - Naroda,GZ01B5099,80,49,11:00,AMTS12702,2026-04-10
Bopal - Shivranjani,GZ01B1805,50,16,13:00,AMTS12703,2026-04-10
Narol - Naroda,GZ01B1830,50,39,8:00,AMTS12704,2026-04-10
Narol - Naroda,GZ01B2942,50,33,18:00,AMTS12705,2026-04-10
Iskcon - Naroda,GZ01B3745,80,31,14:00,AMTS12706,2026-04-10
Iskcon - Naroda,GZ01B4279,80,101,8:00,AMTS12707,2026-04-10
Iskcon - Naroda,GZ01B3185,80,63,11:00,AMTS12708,2026-04-10
Narol - Naroda,GZ01B2538,50,25,9:00,AMTS12709,2026-04-10
Iskcon - Naroda,GZ01B4207,80,30,20:00,AMTS12710,2026-04-10
Bopal - Shivranjani,GZ01B7074,50,17,20:00,AMTS12711,2026-04-10
Zundal - Visat,GZ01B4976,50,44,18:00,AMTS12712,2026-04-10
Zundal - Visat,GZ01B8052,50,33,15:00,AMTS12713,2026-04-10
Bopal - Shivranjani,GZ01B4231,50,43,11:00,AMTS12714,2026-04-10
Narol - Naroda,GZ01B2485,50,29,17:00,AMTS12715,2026-04-10
Narol - Naroda,GZ01B5475,50,36,10:00,AMTS12716,2026-04-10
RTO - Maninagar,GZ01B5078,80,109,8:00,AMTS12717,2026-04-10
Bopal - Shivranjani,GZ01B5610,50,16,12:00,AMTS12718,2026-04-10
Narol - Naroda,GZ01B5638,50,34,17:00,AMTS12719,2026-04-10
Iskcon - Naroda,GZ01B3458,80,31,7:00,AMTS12720,2026-04-10
RTO - Maninagar,GZ01B6555,80,39,21:00,AMTS12721,2026-04-10
Iskcon - Naroda,GZ01B2372,80,54,12:00,AMTS12722,2026-04-10
Iskcon - Naroda,GZ01B6046,80,106,19:00,AMTS12723,2026-04-10
Narol - Naroda,GZ01B3664,50,6,20:00,AMTS12724,2026-04-10
Zundal - Visat,GZ01B1450,50,44,7:00,AMTS12725,2026-04-10
Iskcon - Naroda,GZ01B6229,80,50,14:00,AMTS12726,2026-04-10
Iskcon - Naroda,GZ01B2739,80,64,7:00,AMTS12727,2026-04-10
Bopal - Shivranjani,GZ01B3265,50,28,14:00,AMTS12728,2026-04-10
Zundal - Visat,GZ01B3286,50,20,16:00,AMTS12729,2026-04-10
Narol - Naroda,GZ01B4795,50,19,20:00,AMTS12730,2026-04-10
Bopal - Shivranjani,GZ01B4226,50,24,12:00,AMTS12731,2026-04-10
Iskcon - Naroda,GZ01B1293,80,94,9:00,AMTS12732,2026-04-10
Iskcon - Naroda,GZ01B7948,80,97,10:00,AMTS12733,2026-04-10
Zundal - Visat,GZ01B3218,50,79,9:00,AMTS12734,2026-04-10
Iskcon - Naroda,GZ01B7424,80,62,21:00,AMTS12735,2026-04-10
Iskcon - Naroda,GZ01B2466,80,96,18:00,AMTS12736,2026-04-10
Iskcon - Naroda,GZ01B7482,80,67,20:00,AMTS12737,2026-04-10
Bopal - Shivranjani,GZ01B2041,50,25,15:00,AMTS12738,2026-04-10
Iskcon - Naroda,GZ01B2539,80,95,8:00,AMTS12739,2026-04-10
Narol - Naroda,GZ01B9633,50,6,11:00,AMTS12740,2026-04-10
RTO - Maninagar,GZ01B3537,80,49,20:00,AMTS12741,2026-04-10
RTO - Maninagar,GZ01B5177,80,103,10:00,AMTS12742,2026-04-10
Bopal - Shivranjani,GZ01B3328,50,19,12:00,AMTS12743,2026-04-10
Bopal - Shivranjani,GZ01B1315,50,19,6:00,AMTS12744,2026-04-10
Zundal - Visat,GZ01B3235,50,31,20:00,AMTS12745,2026-04-10
Bopal - Shivranjani,GZ01B6655,50,26,11:00,AMTS12746,2026-04-10
RTO - Maninagar,GZ01B2344,80,48,14:00,AMTS12747,2026-04-10
Iskcon - Naroda,GZ01B2967,80,104,9:00,AMTS12748,2026-04-10
Narol - Naroda,GZ01B7297,50,8,20:00,AMTS12749,2026-04-10
Narol - Naroda,GZ01B9408,50,11,7:00,AMTS12750,2026-04-10
Zundal - Visat,GZ01B7620,50,41,21:00,AMTS12751,2026-04-10
Bopal - Shivranjani,GZ01B6133,50,21,6:00,AMTS12752,2026-04-10
Iskcon - Naroda,GZ01B5412,80,49,12:00,AMTS12753,2026-04-10
RTO - Maninagar,GZ01B2203,80,103,10:00,AMTS12754,2026-04-10
Narol - Naroda,GZ01B4359,50,35,17:00,AMTS12755,2026-04-10
Narol - Naroda,GZ01B8842,50,14,20:00,AMTS12756,2026-04-10
Zundal - Visat,GZ01B8748,50,67,17:00,AMTS12757,2026-04-10
Bopal - Shivranjani,GZ01B8633,50,41,16:00,AMTS12758,2026-04-10
Iskcon - Naroda,GZ01B3217,80,100,9:00,AMTS12759,2026-04-10
Bopal - Shivranjani,GZ01B3654,50,42,7:00,AMTS12760,2026-04-10
RTO - Maninagar,GZ01B6956,80,103,19:00,AMTS12761,2026-04-10
Zundal - Visat,GZ01B1295,50,31,15:00,AMTS12762,2026-04-10
Bopal - Shivranjani,GZ01B3183,50,24,14:00,AMTS12763,2026-04-10
Bopal - Shivranjani,GZ01B7191,50,24,7:00,AMTS12764,2026-04-10
Bopal - Shivranjani,GZ01B3384,50,18,11:00,AMTS12765,2026-04-10
Bopal - Shivranjani,GZ01B9577,50,52,17:00,AMTS12766,2026-04-10
Iskcon - Naroda,GZ01B6512,80,42,7:00,AMTS12767,2026-04-10
Bopal - Shivranjani,GZ01B3438,50,50,9:00,AMTS12768,2026-04-10
Narol - Naroda,GZ01B6215,50,19,7:00,AMTS12769,2026-04-10
Iskcon - Naroda,GZ01B8925,80,50,12:00,AMTS12770,2026-04-10
Zundal - Visat,GZ01B2626,50,25,7:00,AMTS12771,2026-04-10
Bopal - Shivranjani,GZ01B9744,50,17,7:00,AMTS12772,2026-04-10
Bopal - Shivranjani,GZ01B1497,50,57,17:00,AMTS12773,2026-04-10
Iskcon - Naroda,GZ01B6278,80,35,21:00,AMTS12774,2026-04-10
Bopal - Shivranjani,GZ01B4176,50,58,17:00,AMTS12775,2026-04-10
Bopal - Shivranjani,GZ01B6635,50,75,18:00,AMTS12776,2026-04-10
Bopal - Shivranjani,GZ01B5507,50,64,18:00,AMTS12777,2026-04-10
RTO - Maninagar,GZ01B8846,80,70,6:00,AMTS12778,2026-04-10
RTO - Maninagar,GZ01B1423,80,39,20:00,AMTS12779,2026-04-10
Iskcon - Naroda,GZ01B1875,80,34,20:00,AMTS12780,2026-04-10
Bopal - Shivranjani,GZ01B5167,50,30,12:00,AMTS12781,2026-04-10
Iskcon - Naroda,GZ01B9346,80,36,6:00,AMTS12782,2026-04-10
Narol - Naroda,GZ01B5145,50,23,8:00,AMTS12783,2026-04-10
Zundal - Visat,GZ01B3740,50,45,16:00,AMTS12784,2026-04-10
Zundal - Visat,GZ01B2870,50,45,12:00,AMTS12785,2026-04-10
Zundal - Visat,GZ01B2247,50,44,20:00,AMTS12786,2026-04-10
Narol - Naroda,GZ01B2332,50,31,8:00,AMTS12787,2026-04-10
Narol - Naroda,GZ01B5730,50,21,19:00,AMTS12788,2026-04-10
Zundal - Visat,GZ01B8334,50,41,7:00,AMTS12789,2026-04-10
Narol - Naroda,GZ01B2325,50,10,13:00,AMTS12790,2026-04-10
RTO - Maninagar,GZ01B9910,80,96,9:00,AMTS12791,2026-04-10
RTO - Maninagar,GZ01B1109,80,48,16:00,AMTS12792,2026-04-10
RTO - Maninagar,GZ01B1378,80,103,19:00,AMTS12793,2026-04-10
Bopal - Shivranjani,GZ01B4338,50,45,14:00,AMTS12794,2026-04-10
Narol - Naroda,GZ01B7127,50,37,18:00,AMTS12795,2026-04-10
Bopal - Shivranjani,GZ01B9286,50,68,9:00,AMTS12796,2026-04-10
RTO - Maninagar,GZ01B1220,80,103,19:00,AMTS12797,2026-04-10
Narol - Naroda,GZ01B5343,50,12,7:00,AMTS12798,2026-04-10
RTO - Maninagar,GZ01B8322,80,94,8:00,AMTS12799,2026-04-10
RTO - Maninagar,GZ01B1050,80,110,17:00,AMTS12800,2026-04-10
Narol - Naroda,GZ01B9319,50,9,16:00,AMTS12801,2026-04-10
RTO - Maninagar,GZ01B4081,80,64,11:00,AMTS12802,2026-04-10
Iskcon - Naroda,GZ01B5770,80,40,21:00,AMTS12803,2026-04-10
Iskcon - Naroda,GZ01B1204,80,58,12:00,AMTS12804,2026-04-10
Iskcon - Naroda,GZ01B7514,80,36,16:00,AMTS12805,2026-04-10
Narol - Naroda,GZ01B2994,50,11,21:00,AMTS12806,2026-04-10
Iskcon - Naroda,GZ01B7934,80,60,20:00,AMTS12807,2026-04-10
RTO - Maninagar,GZ01B2464,80,58,6:00,AMTS12808,2026-04-10
RTO - Maninagar,GZ01B6306,80,30,13:00,AMTS12809,2026-04-10
RTO - Maninagar,GZ01B5577,80,95,10:00,AMTS12810,2026-04-10
RTO - Maninagar,GZ01B9132,80,54,7:00,AMTS12811,2026-04-10
Iskcon - Naroda,GZ01B2166,80,61,11:00,AMTS12812,2026-04-10
Iskcon - Naroda,GZ01B6794,80,33,15:00,AMTS12813,2026-04-10
Narol - Naroda,GZ01B4256,50,19,7:00,AMTS12814,2026-04-10
Zundal - Visat,GZ01B1487,50,22,21:00,AMTS12815,2026-04-10
Narol - Naroda,GZ01B7104,50,16,15:00,AMTS12816,2026-04-10
Zundal - Visat,GZ01B5831,50,29,20:00,AMTS12817,2026-04-10
Bopal - Shivranjani,GZ01B1518,50,20,21:00,AMTS12818,2026-04-10
Zundal - Visat,GZ01B2342,50,45,16:00,AMTS12819,2026-04-10
Iskcon - Naroda,GZ01B8658,80,51,13:00,AMTS12820,2026-04-10
Bopal - Shivranjani,GZ01B4821,50,74,10:00,AMTS12821,2026-04-10
Iskcon - Naroda,GZ01B3579,80,55,7:00,AMTS12822,2026-04-10
Bopal - Shivranjani,GZ01B8028,50,16,6:00,AMTS12823,2026-04-10
Narol - Naroda,GZ01B9328,50,14,6:00,AMTS12824,2026-04-10
Iskcon - Naroda,GZ01B3490,80,101,8:00,AMTS12825,2026-04-10
Iskcon - Naroda,GZ01B8801,80,50,21:00,AMTS12826,2026-04-10
Iskcon - Naroda,GZ01B5829,80,46,15:00,AMTS12827,2026-04-10
Zundal - Visat,GZ01B9996,50,57,8:00,AMTS12828,2026-04-10
Iskcon - Naroda,GZ01B8879,80,105,9:00,AMTS12829,2026-04-10
Narol - Naroda,GZ01B9565,50,31,10:00,AMTS12830,2026-04-10
Zundal - Visat,GZ01B9036,50,40,7:00,AMTS12831,2026-04-10
Iskcon - Naroda,GZ01B8368,80,104,9:00,AMTS12832,2026-04-10
Narol - Naroda,GZ01B6037,50,39,18:00,AMTS12833,2026-04-10
Narol - Naroda,GZ01B7916,50,29,8:00,AMTS12834,2026-04-10
Zundal - Visat,GZ01B1664,50,51,10:00,AMTS12835,2026-04-10
Iskcon - Naroda,GZ01B9031,80,47,21:00,AMTS12836,2026-04-10
Bopal - Shivranjani,GZ01B4822,50,64,8:00,AMTS12837,2026-04-10
Bopal - Shivranjani,GZ01B4185,50,48,8:00,AMTS12838,2026-04-10
Narol - Naroda,GZ01B9030,50,8,16:00,AMTS12839,2026-04-10
Iskcon - Naroda,GZ01B1501,80,99,8:00,AMTS12840,2026-04-10
Iskcon - Naroda,GZ01B5290,80,69,21:00,AMTS12841,2026-04-10
Iskcon - Naroda,GZ01B9214,80,95,10:00,AMTS12842,2026-04-10
Zundal - Visat,GZ01B4909,50,23,6:00,AMTS12843,2026-04-10
Narol - Naroda,GZ01B5300,50,17,16:00,AMTS12844,2026-04-10
RTO - Maninagar,GZ01B8464,80,43,12:00,AMTS12845,2026-04-10
Narol - Naroda,GZ01B6916,50,5,20:00,AMTS12846,2026-04-10
Bopal - Shivranjani,GZ01B7651,50,70,8:00,AMTS12847,2026-04-10
RTO - Maninagar,GZ01B3967,80,97,9:00,AMTS12848,2026-04-10
Narol - Naroda,GZ01B2148,50,34,9:00,AMTS12849,2026-04-10
Iskcon - Naroda,GZ01B5896,80,32,21:00,AMTS12850,2026-04-10
Zundal - Visat,GZ01B5436,50,50,17:00,AMTS12851,2026-04-10
Zundal - Visat,GZ01B9079,50,40,16:00,AMTS12852,2026-04-10
Zundal - Visat,GZ01B5129,50,72,17:00,AMTS12853,2026-04-10
Bopal - Shivranjani,GZ01B5714,50,38,6:00,AMTS12854,2026-04-10
Bopal - Shivranjani,GZ01B9073,50,60,17:00,AMTS12855,2026-04-10
Iskcon - Naroda,GZ01B8675,80,43,16:00,AMTS12856,2026-04-10
Narol - Naroda,GZ01B4932,50,40,9:00,AMTS12857,2026-04-10
Narol - Naroda,GZ01B1139,50,38,10:00,AMTS12858,2026-04-10
Narol - Naroda,GZ01B2885,50,40,8:00,AMTS12859,2026-04-10
Bopal - Shivranjani,GZ01B9750,50,24,16:00,AMTS12860,2026-04-10
Iskcon - Naroda,GZ01B4998,80,42,21:00,AMTS12861,2026-04-10
Bopal - Shivranjani,GZ01B8402,50,31,11:00,AMTS12862,2026-04-10
Bopal - Shivranjani,GZ01B5851,50,40,6:00,AMTS12863,2026-04-10
Iskcon - Naroda,GZ01B6143,80,95,10:00,AMTS12864,2026-04-10
Bopal - Shivranjani,GZ01B1528,50,24,14:00,AMTS12865,2026-04-10
Iskcon - Naroda,GZ01B6885,80,106,9:00,AMTS12866,2026-04-10
Bopal - Shivranjani,GZ01B3148,50,24,15:00,AMTS12867,2026-04-10
Bopal - Shivranjani,GZ01B5073,50,36,16:00,AMTS12868,2026-04-10
Narol - Naroda,GZ01B7642,50,5,14:00,AMTS12869,2026-04-10
Bopal - Shivranjani,GZ01B8666,50,35,14:00,AMTS12870,2026-04-10
RTO - Maninagar,GZ01B8012,80,33,7:00,AMTS12871,2026-04-10
Narol - Naroda,GZ01B3317,50,9,20:00,AMTS12872,2026-04-10
Zundal - Visat,GZ01B2616,50,46,18:00,AMTS12873,2026-04-10
Bopal - Shivranjani,GZ01B5244,50,43,10:00,AMTS12874,2026-04-10
Iskcon - Naroda,GZ01B8486,80,30,21:00,AMTS12875,2026-04-10
Iskcon - Naroda,GZ01B6240,80,108,18:00,AMTS12876,2026-04-10
Bopal - Shivranjani,GZ01B5367,50,17,11:00,AMTS12877,2026-04-10
Iskcon - Naroda,GZ01B8811,80,99,19:00,AMTS12878,2026-04-10
Bopal - Shivranjani,GZ01B7335,50,28,12:00,AMTS12879,2026-04-10
Narol - Naroda,GZ01B1345,50,8,20:00,AMTS12880,2026-04-10
Bopal - Shivranjani,GZ01B3822,50,23,14:00,AMTS12881,2026-04-10
Zundal - Visat,GZ01B6876,50,80,19:00,AMTS12882,2026-04-10
Bopal - Shivranjani,GZ01B7745,50,32,14:00,AMTS12883,2026-04-10
Bopal - Shivranjani,GZ01B5878,50,39,13:00,AMTS12884,2026-04-10
Bopal - Shivranjani,GZ01B9718,50,44,15:00,AMTS12885,2026-04-10
RTO - Maninagar,GZ01B7559,80,96,9:00,AMTS12886,2026-04-10
RTO - Maninagar,GZ01B7011,80,56,12:00,AMTS12887,2026-04-10
Zundal - Visat,GZ01B1235,50,41,13:00,AMTS12888,2026-04-10
Zundal - Visat,GZ01B6552,50,26,21:00,AMTS12889,2026-04-10
Bopal - Shivranjani,GZ01B6431,50,34,6:00,AMTS12890,2026-04-10
RTO - Maninagar,GZ01B4022,80,104,17:00,AMTS12891,2026-04-10
Zundal - Visat,GZ01B7993,50,37,15:00,AMTS12892,2026-04-10
Zundal - Visat,GZ01B4196,50,42,6:00,AMTS12893,2026-04-10
Bopal - Shivranjani,GZ01B8258,50,45,10:00,AMTS12894,2026-04-10
Iskcon - Naroda,GZ01B2017,80,102,9:00,AMTS12895,2026-04-10
Iskcon - Naroda,GZ01B9012,80,58,13:00,AMTS12896,2026-04-10
Bopal - Shivranjani,GZ01B5625,50,22,7:00,AMTS12897,2026-04-10
Iskcon - Naroda,GZ01B1270,80,39,7:00,AMTS12898,2026-04-10
Narol - Naroda,GZ01B5591,50,29,19:00,AMTS12899,2026-04-10
Zundal - Visat,GZ01B4016,50,35,14:00,AMTS12900,2026-04-10
Zundal - Visat,GZ01B6073,50,41,8:00,AMTS12901,2026-04-10
Zundal - Visat,GZ01B5724,50,33,11:00,AMTS12902,2026-04-10
Bopal - Shivranjani,GZ01B5841,50,48,10:00,AMTS12903,2026-04-10
Zundal - Visat,GZ01B3557,50,26,14:00,AMTS12904,2026-04-10
Narol - Naroda,GZ01B6542,50,23,8:00,AMTS12905,2026-04-10
Zundal - Visat,GZ01B2467,50,28,16:00,AMTS12906,2026-04-10
Bopal - Shivranjani,GZ01B9963,50,45,7:00,AMTS12907,2026-04-10
Iskcon - Naroda,GZ01B2711,80,100,10:00,AMTS12908,2026-04-10
Narol - Naroda,GZ01B3180,50,18,13:00,AMTS12909,2026-04-10
Iskcon - Naroda,GZ01B3272,80,51,15:00,AMTS12910,2026-04-10
Zundal - Visat,GZ01B4459,50,65,17:00,AMTS12911,2026-04-10
Iskcon - Naroda,GZ01B1783,80,97,19:00,AMTS12912,2026-04-10
Narol - Naroda,GZ01B8427,50,33,19:00,AMTS12913,2026-04-10
Zundal - Visat,GZ01B9482,50,18,14:00,AMTS12914,2026-04-10
Narol - Naroda,GZ01B1087,50,32,9:00,AMTS12915,2026-04-10
Narol - Naroda,GZ01B7168,50,13,13:00,AMTS12916,2026-04-10
Bopal - Shivranjani,GZ01B1043,50,16,12:00,AMTS12917,2026-04-10
Iskcon - Naroda,GZ01B1168,80,32,15:00,AMTS12918,2026-04-10
Bopal - Shivranjani,GZ01B5992,50,31,13:00,AMTS12919,2026-04-10
RTO - Maninagar,GZ01B5669,80,102,9:00,AMTS12920,2026-04-10
Zundal - Visat,GZ01B9206,50,62,18:00,AMTS12921,2026-04-10
Iskcon - Naroda,GZ01B6959,80,60,7:00,AMTS12922,2026-04-10
Narol - Naroda,GZ01B4477,50,16,14:00,AMTS12923,2026-04-10
Iskcon - Naroda,GZ01B3056,80,97,17:00,AMTS12924,2026-04-10
Bopal - Shivranjani,GZ01B5799,50,65,8:00,AMTS12925,2026-04-10
Zundal - Visat,GZ01B8394,50,42,7:00,AMTS12926,2026-04-10
Iskcon - Naroda,GZ01B3106,80,60,7:00,AMTS12927,2026-04-10
Iskcon - Naroda,GZ01B2175,80,110,10:00,AMTS12928,2026-04-10
Bopal - Shivranjani,GZ01B3344,50,42,15:00,AMTS12929,2026-04-10
Zundal - Visat,GZ01B5681,50,34,6:00,AMTS12930,2026-04-10
Narol - Naroda,GZ01B2119,50,20,11:00,AMTS12931,2026-04-10
RTO - Maninagar,GZ01B4423,80,99,17:00,AMTS12932,2026-04-10
Narol - Naroda,GZ01B7239,50,19,6:00,AMTS12933,2026-04-10
Zundal - Visat,GZ01B6110,50,27,11:00,AMTS12934,2026-04-10
RTO - Maninagar,GZ01B5144,80,41,15:00,AMTS12935,2026-04-10
Bopal - Shivranjani,GZ01B3467,50,30,21:00,AMTS12936,2026-04-10
Iskcon - Naroda,GZ01B1988,80,101,9:00,AMTS12937,2026-04-10
Zundal - Visat,GZ01B9422,50,43,7:00,AMTS12938,2026-04-10
RTO - Maninagar,GZ01B1619,80,59,20:00,AMTS12939,2026-04-10
Bopal - Shivranjani,GZ01B4335,50,33,7:00,AMTS12940,2026-04-10
Iskcon - Naroda,GZ01B9953,80,65,21:00,AMTS12941,2026-04-10
Narol - Naroda,GZ01B6085,50,20,9:00,AMTS12942,2026-04-10
RTO - Maninagar,GZ01B3196,80,101,18:00,AMTS12943,2026-04-10
Zundal - Visat,GZ01B5488,50,53,8:00,AMTS12944,2026-04-10
Iskcon - Naroda,GZ01B6403,80,104,18:00,AMTS12945,2026-04-10
Bopal - Shivranjani,GZ01B5082,50,27,14:00,AMTS12946,2026-04-10
Iskcon - Naroda,GZ01B5449,80,100,19:00,AMTS12947,2026-04-10
Iskcon - Naroda,GZ01B2304,80,53,11:00,AMTS12948,2026-04-10
RTO - Maninagar,GZ01B8859,80,97,19:00,AMTS12949,2026-04-10
RTO - Maninagar,GZ01B6808,80,103,19:00,AMTS12950,2026-04-10
Zundal - Visat,GZ01B3903,50,39,12:00,AMTS12951,2026-04-10
Narol - Naroda,GZ01B6708,50,10,6:00,AMTS12952,2026-04-10
Bopal - Shivranjani,GZ01B6774,50,20,12:00,AMTS12953,2026-04-10
Zundal - Visat,GZ01B3773,50,41,13:00,AMTS12954,2026-04-10
RTO - Maninagar,GZ01B1782,80,53,13:00,AMTS12955,2026-04-10
Iskcon - Naroda,GZ01B4510,80,99,19:00,AMTS12956,2026-04-10
Iskcon - Naroda,GZ01B5690,80,100,10:00,AMTS12957,2026-04-10
Bopal - Shivranjani,GZ01B5427,50,33,16:00,AMTS12958,2026-04-10
Bopal - Shivranjani,GZ01B9125,50,78,19:00,AMTS12959,2026-04-10
Zundal - Visat,GZ01B4741,50,41,15:00,AMTS12960,2026-04-10
Iskcon - Naroda,GZ01B9358,80,41,6:00,AMTS12961,2026-04-10
RTO - Maninagar,GZ01B9821,80,94,8:00,AMTS12962,2026-04-10
RTO - Maninagar,GZ01B8520,80,63,12:00,AMTS12963,2026-04-10
RTO - Maninagar,GZ01B2381,80,59,14:00,AMTS12964,2026-04-10
Zundal - Visat,GZ01B7117,50,23,13:00,AMTS12965,2026-04-10
Bopal - Shivranjani,GZ01B8675,50,44,19:00,AMTS12966,2026-04-10
Zundal - Visat,GZ01B2600,50,33,6:00,AMTS12967,2026-04-10
Narol - Naroda,GZ01B9033,50,7,14:00,AMTS12968,2026-04-10
Zundal - Visat,GZ01B9718,50,69,10:00,AMTS12969,2026-04-10
Zundal - Visat,GZ01B8666,50,36,6:00,AMTS12970,2026-04-10
Bopal - Shivranjani,GZ01B4538,50,19,14:00,AMTS12971,2026-04-10
Iskcon - Naroda,GZ01B3290,80,53,14:00,AMTS12972,2026-04-10
Iskcon - Naroda,GZ01B3545,80,110,9:00,AMTS12973,2026-04-10
Bopal - Shivranjani,GZ01B3892,50,38,21:00,AMTS12974,2026-04-10
Iskcon - Naroda,GZ01B8054,80,96,19:00,AMTS12975,2026-04-10
Zundal - Visat,GZ01B9514,50,50,9:00,AMTS12976,2026-04-10
RTO - Maninagar,GZ01B2365,80,34,21:00,AMTS12977,2026-04-10
RTO - Maninagar,GZ01B3967,80,106,10:00,AMTS12978,2026-04-10
Narol - Naroda,GZ01B7913,50,40,18:00,AMTS12979,2026-04-10
